question,correct_answer,student_answer,gap_type,gap_score,socratic_question
We can infer from the passage that   _  .,the writer of the passage favors those dining manners,the writer of the passage favors those dining manners,correct,1.000000238418579,Why do you think that is the case?
What is the best title for the passage?,Discovery Trips in the Blue Mountains,Discovery Trips in the Blue Mountains,correct,0.9999999403953552,Why do you think that is the case?
The Award Ceremony will be held on   _  .,on 12 December in New York,on 12 December in,correct,0.8895540237426758,Why do you think that is the case?
From the text we can infer that www.intellicast.com is a website_.,where weather forecasts are made,where weather forecasts are made,correct,1.0,Why do you think that is the case?
It is common that many students  _  .,don't believe in their first impulse.,don't believe in their first impulse.,correct,1.0000001192092896,Why do you think that is the case?
What type of compound is essential to life?,water,water,correct,1.0,Can you explain your reasoning?
What were the four men doing when the little old lady opened the door?,They were busy working in the control room.,This is incorrect because They,misconception,0.1790655255317688,Why do you think that is the case?
Which of the following is Not mentioned?,A great many rabbits eat too much trees.,A great many rabbits eat too much trees.,correct,1.0,Why do you think that is the case?
What did Jimmy see on the way to the interview?,an old man's car broke down,This is incorrect because an,misconception,0.032162897288799286,Why do you think that is the case?
People enter the world of fantasy for the following reasons EXCEPT that   _  .,the world of fantasy frightens us,the world of fantasy frightens us,correct,1.0,Why do you think that is the case?
Which of the following is the possible title of the passage?,How to teach a child about money.,How to teach a child,incomplete,0.6473555564880371,Why do you think that is the case?
Which of the following is true according to the passage?,Marco spent about six years on the way to China and back to Venice.,Marco spent about six years on the way to China and back to Venice.,correct,1.0,Why do you think that is the case?
"According to the passage, Victoria Rideout would probably agree that   _  .",kids should do homework in a place without disturbance,kids should do homework in a place,correct,0.9220873713493347,Why do you think that is the case?
What is the name of the galaxy we live in?,milky way,milky way,correct,0.9999998807907104,Can you explain your reasoning?
What we can infer from the Q&A is  _  .,Laskas doesn't seem to approve of Laws' trying to report what she sees,This is incorrect because Laskas,incomplete,0.5205069780349731,Why do you think that is the case?
Which of the following elements is of little help in Lin's success?,his graduation from Harvard University,This is incorrect because his,misconception,0.24551886320114136,Why do you think that is the case?
What are the only truly innate behaviors in humans called?,reflexes,reflexes,correct,1.0,Can you explain your reasoning?
What upset Melanie during the National Championships?,She made a mistake during part of the race.,She made a mistake during part of the race.,correct,1.0000001192092896,Why do you think that is the case?
How do some animals change their depth?,by changing their density,by changing their density,correct,0.9999998807907104,Can you explain your reasoning?
The younger angel was very angry because   _  .,the older angel treated the two families unfairly,This is incorrect because the,misconception,0.06759036332368851,Why do you think that is the case?
Astronaut Zhai Zhigang will be remembered as the first Chinese  _      .,to walk in space,to walk in space,correct,0.9999999403953552,Why do you think that is the case?
Good eating manners do NOT include   _  .,making sounds to show how much you enjoy food,making sounds to show how much you enjoy food,correct,1.0,Why do you think that is the case?
The writer wants to tell us  _  .,not to ask a Western woman's age whether you know her well or not,This is incorrect because not,misconception,0.11735314130783081,Why do you think that is the case?
"In James Hoarley's opinion,   _  .",using others' Internet service is not stealing at all.,This is incorrect because using,misconception,0.16991396248340607,Why do you think that is the case?
